,序號,tool,category
103,172,Kotlin,3
103,172,JavaScript,3
104,176,OOAD,3
104,176,SystemsAnalysis,3
104,176,UML,3
104,176,ASP.NET,3
104,176,Java,3
104,176,DataModeling,3
105,177,OOAD,3
105,177,SystemsAnalysis,3
105,177,UML,3
105,177,ASP.NET,3
105,177,Java,3
105,177,DataModeling,3
108,181,Tableau,3
108,181,GoogleAnalytics,3
108,181,GoogleTagManager,3
108,181,Firebase,3
108,181,PowerBI,3
108,181,SAS,3
109,182,MSSQL,3
109,182,HTML,3
110,185,OOP,3
110,185,C#,3
110,185,C++,3
110,185,MSSQL,3
111,186,OOP,3
111,186,C#,3
111,186,C++,3
111,186,MFC,3
111,186,MySQL,3
115,190,Java,3
119,200,AWS,3
122,207,Linux,3
122,207,Vmware,3
122,207,AWS,3
123,209,ASP.NET,3
123,209,C#,3
123,209,Java,3
123,209,JDBC,3
123,209,MSSQL,3
123,209,MySQL,3
123,209,MES,3
124,211,Java,3
124,211,Oracle,3
124,211,PL/SQL,3
125,212,C#,3
125,212,MSSQL,3
125,212,Oracle,3
126,213,C#,3
126,213,Java,3
126,213,VBA,3
126,213,VBScript,3
128,217,Linux,3
128,217,MSSQL,3
128,217,Oracle,3
128,217,PL/SQL,3
130,219,SAP,3
131,220,SAP,3
135,230,AWS,3
138,237,Linux,3
138,237,Vmware,3
138,237,AWS,3
139,239,ASP.NET,3
139,239,C#,3
139,239,Java,3
139,239,JDBC,3
139,239,MSSQL,3
139,239,MySQL,3
139,239,MES,3
140,241,Java,3
140,241,Oracle,3
140,241,PL/SQL,3
141,242,C#,3
141,242,MSSQL,3
141,242,Oracle,3
142,243,C#,3
142,243,Java,3
142,243,VBA,3
142,243,VBScript,3
144,247,Linux,3
144,247,MSSQL,3
144,247,Oracle,3
144,247,PL/SQL,3
146,249,SAP,3
147,250,SAP,3
151,260,AWS,3
154,267,Linux,3
154,267,Vmware,3
154,267,AWS,3
155,269,ASP.NET,3
155,269,C#,3
155,269,Java,3
155,269,JDBC,3
155,269,MSSQL,3
155,269,MySQL,3
155,269,MES,3
156,271,Java,3
156,271,Oracle,3
156,271,PL/SQL,3
157,272,C#,3
157,272,MSSQL,3
157,272,Oracle,3
158,273,C#,3
158,273,Java,3
158,273,VBA,3
158,273,VBScript,3
160,277,Linux,3
160,277,MSSQL,3
160,277,Oracle,3
160,277,PL/SQL,3
162,279,SAP,3
163,280,SAP,3
167,290,AWS,3
170,297,Linux,3
170,297,Vmware,3
170,297,AWS,3
171,299,ASP.NET,3
171,299,C#,3
171,299,Java,3
171,299,JDBC,3
171,299,MSSQL,3
171,299,MySQL,3
171,299,MES,3
172,301,Java,3
172,301,Oracle,3
172,301,PL/SQL,3
173,302,C#,3
173,302,MSSQL,3
173,302,Oracle,3
174,303,C#,3
174,303,Java,3
174,303,VBA,3
174,303,VBScript,3
176,307,Linux,3
176,307,MSSQL,3
176,307,Oracle,3
176,307,PL/SQL,3
178,309,SAP,3
179,310,SAP,3
183,320,AWS,3
186,327,Linux,3
186,327,Vmware,3
186,327,AWS,3
187,329,ASP.NET,3
187,329,C#,3
187,329,Java,3
187,329,JDBC,3
187,329,MSSQL,3
187,329,MySQL,3
187,329,MES,3
188,331,Java,3
188,331,Oracle,3
188,331,PL/SQL,3
189,332,C#,3
189,332,MSSQL,3
189,332,Oracle,3
190,333,C#,3
190,333,Java,3
190,333,VBA,3
190,333,VBScript,3
192,337,Linux,3
192,337,MSSQL,3
192,337,Oracle,3
192,337,PL/SQL,3
194,339,SAP,3
195,340,SAP,3
199,351,Git,3
199,351,ASP.NET,3
203,357,Windows10,3
203,357,ASP.NET,3
203,357,MSSQL,3
203,357,JavaScript,3
204,358,Android,3
211,374,Java,3
211,374,JavaScript,3
215,381,Git,3
215,381,ASP.NET,3
219,387,Windows10,3
219,387,ASP.NET,3
219,387,MSSQL,3
219,387,JavaScript,3
220,388,Android,3
227,404,Java,3
227,404,JavaScript,3
231,411,Git,3
231,411,ASP.NET,3
235,417,Windows10,3
235,417,ASP.NET,3
235,417,MSSQL,3
235,417,JavaScript,3
236,418,Android,3
238,422,GoogleAnalytics,3
238,422,AxureRP,3
238,422,InVision,3
238,422,AdobeXD,3
239,423,ASP.NET,3
239,423,C++.Net,3
239,423,Java,3
239,423,VisualBasic.net,3
239,423,VisualStudio.net,3
239,423,JavaScript,3
241,427,Android,3
241,427,iOS,3
241,427,Git,3
243,431,SAP,3
244,432,ASP.NET,3
244,432,C#,3
247,440,ASP.NET,3
247,440,VisualBasic.net,3
248,441,JavaScript,3
248,441,ReactJS,3
248,441,VueJS,3
248,441,Angular,3
249,442,Git,3
249,442,JavaScript,3
249,442,Node.js,3
249,442,ReactJS,3
251,449,SAP,3
252,450,ASP.NET,3
252,450,C#,3
255,454,Windows10,3
255,454,ASP.NET,3
255,454,C#,3
255,454,Java,3
255,454,MSSQL,3
256,455,Git,3
256,455,Java,3
256,455,Spring,3
256,455,JavaScript,3
257,456,C#,3
257,456,Python,3
259,462,SAP,3
260,463,ASP.NET,3
260,463,C#,3
263,471,ASP.NET,3
263,471,VisualBasic.net,3
264,472,JavaScript,3
264,472,ReactJS,3
264,472,VueJS,3
264,472,Angular,3
265,473,Git,3
265,473,JavaScript,3
265,473,Node.js,3
265,473,ReactJS,3
267,480,SAP,3
268,481,ASP.NET,3
268,481,C#,3
271,485,Windows10,3
271,485,ASP.NET,3
271,485,C#,3
271,485,Java,3
271,485,MSSQL,3
272,486,Git,3
272,486,Java,3
272,486,Spring,3
272,486,JavaScript,3
273,487,C#,3
273,487,Python,3
275,493,SAP,3
276,494,ASP.NET,3
276,494,C#,3
279,502,ASP.NET,3
279,502,VisualBasic.net,3
280,503,JavaScript,3
280,503,ReactJS,3
280,503,VueJS,3
280,503,Angular,3
281,504,Git,3
281,504,JavaScript,3
281,504,Node.js,3
281,504,ReactJS,3
283,511,SAP,3
284,512,ASP.NET,3
284,512,C#,3
287,516,Windows10,3
287,516,ASP.NET,3
287,516,C#,3
287,516,Java,3
287,516,MSSQL,3
288,517,Git,3
288,517,Java,3
288,517,Spring,3
288,517,JavaScript,3
289,518,C#,3
289,518,Python,3
291,524,SAP,3
292,525,ASP.NET,3
292,525,C#,3
295,533,ASP.NET,3
295,533,VisualBasic.net,3
296,534,JavaScript,3
296,534,ReactJS,3
296,534,VueJS,3
296,534,Angular,3
297,535,Git,3
297,535,JavaScript,3
297,535,Node.js,3
297,535,ReactJS,3
299,542,SAP,3
300,543,ASP.NET,3
300,543,C#,3
303,547,Windows10,3
303,547,ASP.NET,3
303,547,C#,3
303,547,Java,3
303,547,MSSQL,3
304,548,Git,3
304,548,Java,3
304,548,Spring,3
304,548,JavaScript,3
305,549,C#,3
305,549,Python,3
307,555,SAP,3
308,556,ASP.NET,3
308,556,C#,3
311,564,ASP.NET,3
311,564,VisualBasic.net,3
312,565,JavaScript,3
312,565,ReactJS,3
312,565,VueJS,3
312,565,Angular,3
313,566,Git,3
313,566,JavaScript,3
313,566,Node.js,3
313,566,ReactJS,3
315,573,SAP,3
316,574,ASP.NET,3
316,574,C#,3
319,578,Windows10,3
319,578,ASP.NET,3
319,578,C#,3
319,578,Java,3
319,578,MSSQL,3
320,579,Git,3
320,579,Java,3
320,579,Spring,3
320,579,JavaScript,3
321,580,C#,3
321,580,Python,3
323,586,SAP,3
326,589,MES,3
329,594,Linux,3
329,594,Mac/Macintosh,3
329,594,Windows7,3
329,594,Android,3
329,594,iOS,3
333,602,Python,3
334,603,ASP.NET,3
334,603,C#,3
335,606,SystemsAnalysis,3
335,606,SystemsAnalyst,3
335,606,MSSQL,3
335,606,Oracle,3
335,606,PL/SQL,3
335,606,MRP,3
335,606,OracleERP,3
335,606,SAP,3
338,609,SystemsAnalysis,3
338,609,SystemsAnalyst,3
338,609,UML,3
338,609,Java,3
338,609,AxureRP,3
339,610,AWS,3
341,616,AxureRP,3
343,619,SystemsAnalysis,3
343,619,SystemsAnalyst,3
343,619,UML,3
343,619,Java,3
343,619,Xmind,3
343,619,Sketch,3
343,619,AxureRP,3
344,630,ASP.NET,3
344,630,C#,3
345,631,Linux,3
345,631,Java,3
345,631,Spring,3
346,634,ASP.NET,3
346,634,C#,3
347,637,SystemsAnalysis,3
347,637,SystemsAnalyst,3
347,637,MSSQL,3
347,637,Oracle,3
347,637,PL/SQL,3
347,637,MRP,3
347,637,OracleERP,3
347,637,SAP,3
350,640,SystemsAnalysis,3
350,640,SystemsAnalyst,3
350,640,UML,3
350,640,Java,3
350,640,AxureRP,3
351,641,AWS,3
353,647,AxureRP,3
355,650,SystemsAnalysis,3
355,650,SystemsAnalyst,3
355,650,UML,3
355,650,Java,3
355,650,Xmind,3
355,650,Sketch,3
355,650,AxureRP,3
356,661,ASP.NET,3
356,661,C#,3
357,662,Linux,3
357,662,Java,3
357,662,Spring,3
358,665,ASP.NET,3
358,665,C#,3
359,668,SystemsAnalysis,3
359,668,SystemsAnalyst,3
359,668,MSSQL,3
359,668,Oracle,3
359,668,PL/SQL,3
359,668,MRP,3
359,668,OracleERP,3
359,668,SAP,3
362,671,SystemsAnalysis,3
362,671,SystemsAnalyst,3
362,671,UML,3
362,671,Java,3
362,671,AxureRP,3
363,672,AWS,3
365,678,AxureRP,3
367,681,SystemsAnalysis,3
367,681,SystemsAnalyst,3
367,681,UML,3
367,681,Java,3
367,681,Xmind,3
367,681,Sketch,3
367,681,AxureRP,3
368,692,ASP.NET,3
368,692,C#,3
369,693,Linux,3
369,693,Java,3
369,693,Spring,3
370,696,ASP.NET,3
370,696,C#,3
371,699,SystemsAnalysis,3
371,699,SystemsAnalyst,3
371,699,MSSQL,3
371,699,Oracle,3
371,699,PL/SQL,3
371,699,MRP,3
371,699,OracleERP,3
371,699,SAP,3
374,702,SystemsAnalysis,3
374,702,SystemsAnalyst,3
374,702,UML,3
374,702,Java,3
374,702,AxureRP,3
375,703,AWS,3
377,709,AxureRP,3
379,712,SystemsAnalysis,3
379,712,SystemsAnalyst,3
379,712,UML,3
379,712,Java,3
379,712,Xmind,3
379,712,Sketch,3
379,712,AxureRP,3
380,723,ASP.NET,3
380,723,C#,3
381,724,Linux,3
381,724,Java,3
381,724,Spring,3
382,727,ASP.NET,3
382,727,C#,3
383,730,SystemsAnalysis,3
383,730,SystemsAnalyst,3
383,730,MSSQL,3
383,730,Oracle,3
383,730,PL/SQL,3
383,730,MRP,3
383,730,OracleERP,3
383,730,SAP,3
386,733,SystemsAnalysis,3
386,733,SystemsAnalyst,3
386,733,UML,3
386,733,Java,3
386,733,AxureRP,3
387,734,AWS,3
389,740,AxureRP,3
391,743,SystemsAnalysis,3
391,743,SystemsAnalyst,3
391,743,UML,3
391,743,Java,3
391,743,Xmind,3
391,743,Sketch,3
391,743,AxureRP,3
392,754,ASP.NET,3
392,754,C#,3
393,755,Linux,3
393,755,Java,3
393,755,Spring,3
394,758,ASP.NET,3
394,758,C#,3
395,761,SystemsAnalysis,3
395,761,SystemsAnalyst,3
395,761,MSSQL,3
395,761,Oracle,3
395,761,PL/SQL,3
395,761,MRP,3
395,761,OracleERP,3
395,761,SAP,3
398,764,SystemsAnalysis,3
398,764,SystemsAnalyst,3
398,764,UML,3
398,764,Java,3
398,764,AxureRP,3
399,765,AWS,3
401,771,AxureRP,3
403,774,SystemsAnalysis,3
403,774,SystemsAnalyst,3
403,774,UML,3
403,774,Java,3
403,774,Xmind,3
403,774,Sketch,3
403,774,AxureRP,3
404,785,ASP.NET,3
404,785,C#,3
405,786,Linux,3
405,786,Java,3
405,786,Spring,3
406,789,ASP.NET,3
406,789,C#,3
407,792,SystemsAnalysis,3
407,792,SystemsAnalyst,3
407,792,MSSQL,3
407,792,Oracle,3
407,792,PL/SQL,3
407,792,MRP,3
407,792,OracleERP,3
407,792,SAP,3
410,795,SystemsAnalysis,3
410,795,SystemsAnalyst,3
410,795,UML,3
410,795,Java,3
410,795,AxureRP,3
411,796,AWS,3
413,802,AxureRP,3
415,805,SystemsAnalysis,3
415,805,SystemsAnalyst,3
415,805,UML,3
415,805,Java,3
415,805,Xmind,3
415,805,Sketch,3
415,805,AxureRP,3
416,816,ASP.NET,3
416,816,C#,3
417,817,Linux,3
417,817,Java,3
417,817,Spring,3
418,823,iOS,3
418,823,Objective-C,3
418,823,SWIFT,3
420,828,Java,3
420,828,Spring,3
421,829,Java,3
421,829,Spring,3
422,837,DatabaseManagement,3
422,837,PLC,3
423,839,C#,3
423,839,C++,3
425,853,iOS,3
425,853,Objective-C,3
425,853,SWIFT,3
427,858,Java,3
427,858,Spring,3
428,859,Java,3
428,859,Spring,3
429,867,DatabaseManagement,3
429,867,PLC,3
430,869,C#,3
430,869,C++,3
432,883,iOS,3
432,883,Objective-C,3
432,883,SWIFT,3
434,888,Java,3
434,888,Spring,3
435,889,Java,3
435,889,Spring,3
437,895,Servlets,3
437,895,Java,3
437,895,JSF,3
437,895,JSP,3
437,895,Spring,3
437,895,WebSphere,3
437,895,jQuery,3
441,907,Java,3
443,911,Java,3
445,913,ASP.NET,3
445,913,C#,3
450,918,Github,3
450,918,Jenkins,3
450,918,Java,3
450,918,Spring,3
450,918,MSSQL,3
452,927,MES,3
452,927,OracleERP,3
456,940,Oracle,3
456,940,Project,3
456,940,SAP,3
456,940,鼎新,3
458,945,MicrosoftExchange,3
458,945,MicrosoftSharePoint,3
461,954,Linux,3
461,954,Java,3
461,954,Spring,3
461,954,Struts,3
461,954,MSSQL,3
461,954,jQuery,3
469,970,Oracle,3
469,970,Project,3
469,970,SAP,3
469,970,鼎新,3
471,975,MicrosoftExchange,3
471,975,MicrosoftSharePoint,3
474,984,Linux,3
474,984,Java,3
474,984,Spring,3
474,984,Struts,3
474,984,MSSQL,3
474,984,jQuery,3
478,995,ASP.NET,3
478,995,Java,3
478,995,VisualBasic.net,3
478,995,VisualC++,3
478,995,Oracle,3
478,995,JavaScript,3
479,997,Python,3
480,1002,Perl,3
480,1002,Python,3
480,1002,Ruby,3
481,1006,Java,3
481,1006,Spring,3
483,1012,Git,3
483,1012,C#,3
483,1012,WinForm,3
483,1012,MSSQL,3
483,1012,XMLWebservices,3
483,1012,IIS,3
485,1014,Java,3
485,1014,Spring,3
485,1014,MSSQL,3
485,1014,Oracle,3
486,1017,Java,3
486,1017,MSSQL,3
486,1017,Oracle,3
492,1025,ASP.NET,3
492,1025,Java,3
492,1025,VisualBasic.net,3
492,1025,VisualC++,3
492,1025,Oracle,3
492,1025,JavaScript,3
493,1027,Python,3
494,1032,Perl,3
494,1032,Python,3
494,1032,Ruby,3
495,1036,Java,3
495,1036,Spring,3
497,1042,Git,3
497,1042,C#,3
497,1042,WinForm,3
497,1042,MSSQL,3
497,1042,XMLWebservices,3
497,1042,IIS,3
499,1044,Java,3
499,1044,Spring,3
499,1044,MSSQL,3
499,1044,Oracle,3
500,1047,Java,3
500,1047,MSSQL,3
500,1047,Oracle,3
506,1055,ASP.NET,3
506,1055,Java,3
506,1055,VisualBasic.net,3
506,1055,VisualC++,3
506,1055,Oracle,3
506,1055,JavaScript,3
507,1057,Python,3
508,1060,Project,3
509,1061,Project,3
514,1076,Java,3
514,1076,Spring,3
516,1080,Java,3
516,1080,Spring,3
516,1080,WebAssembly,3
517,1082,LibreOfficeWriter,3
518,1088,C#,3
518,1088,C++,3
518,1088,VisualBasic,3
518,1088,LabVIEW,3
518,1088,PLC,3
522,1092,MSSQL,3
523,1094,Android,3
529,1104,Python,3
532,1107,Android,3
532,1107,iOS,3
532,1107,SWIFT,3
532,1107,ReactNative,3
534,1109,Python,3
535,1110,Jenkins,3
535,1110,TCP/IP,3
536,1111,Vmware,3
536,1111,AWS,3
537,1112,WINCE,3
537,1112,Fortify,3
537,1112,TcpDump,3
538,1113,AxureRP,3
538,1113,Framer,3
538,1113,ProtoPie,3
538,1113,OrigamiStudio,3
538,1113,PowerMockup,3
538,1113,Zeplin,3
538,1113,InVision,3
538,1113,AdobeXD,3
539,1114,AdobeInDesign,3
539,1114,Premiere,3
539,1114,AdobePhotoshop,3
539,1114,Illustrator,3
539,1114,Sketch,3
540,1116,Shell,3
540,1116,Python,3
540,1116,TCL,3
543,1124,C#,3
543,1124,VisualStudio,3
543,1124,MSSQL,3
543,1124,Oracle,3
543,1124,PowerBI,3
548,1133,C#,3
548,1133,C++,3
550,1136,Python,3
551,1137,C#,3
551,1137,Unity3D,3
552,1139,Go,3
552,1139,JavaScript,3
552,1139,Node.js,3
555,1144,Windows10,3
555,1144,WindowsServer2019,3
555,1144,MSSQL,3
560,1152,C#,3
560,1152,C++,3
560,1152,Oracle,3
560,1152,PL/SQL,3
560,1152,CIM,3
561,1153,C#,3
561,1153,C++,3
561,1153,Oracle,3
561,1153,PL/SQL,3
561,1153,CIM,3
566,1158,ASP.NET,3
566,1158,C#,3
568,1160,ASP.NET,3
568,1160,C#,3
568,1160,VisualC#,3
568,1160,VisualStudio.net,3
569,1161,ASP.NET,3
569,1161,C#,3
571,1164,ASP.NET,3
571,1164,C#,3
571,1164,MSSQL,3
571,1164,MySQL,3
571,1164,PostgreSQL,3
571,1164,ReactJS,3
571,1164,VueJS,3
571,1164,Angular,3
575,1170,AWS,3
575,1170,PowerBI,3
575,1170,鼎新,3
579,1174,ASP,3
579,1174,C#,3
579,1174,MSSQL,3
579,1174,Oracle,3
582,1178,C#,3
582,1178,C++,3
582,1178,VisualBasic.net,3
582,1178,MSSQL,3
583,1179,Python,3
583,1179,MSSQL,3
583,1179,PowerBI,3
585,1181,PowerPoint,3
585,1181,中文打字20~50,3
592,1191,C#,3
592,1191,Unity3D,3
594,1193,C#,3
594,1193,C++,3
594,1193,Java,3
594,1193,JavaScript,3
594,1193,Unity3D,3
595,1194,C#,3
595,1194,VisualStudio,3
596,1195,Git,3
596,1195,C#,3
596,1195,VisualStudio,3
596,1195,Unity3D,3
598,1198,C#,3
598,1198,VisualStudio,3
599,1199,C#,3
599,1199,VisualStudio,3
602,1203,ASP.NET,3
602,1203,VisualC#,3
602,1203,VisualStudio.net,3
602,1203,MSSQL,3
602,1203,MySQL,3
605,1208,OracleERP,3
608,1212,VisualC#,3
608,1212,VisualStudio.net,3
608,1212,Oracle,3
608,1212,SAPDB,3
608,1212,SAP,3
609,1214,C#,3
609,1214,Java,3
609,1214,MSSQL,3
610,1216,Linux,3
610,1216,C#,3
610,1216,MFC,3
612,1224,Python,3
612,1224,Node.js,3
612,1224,ReactJS,3
616,1234,6Sigma,3
616,1234,SPC,3
618,1238,OracleERP,3
621,1242,VisualC#,3
621,1242,VisualStudio.net,3
621,1242,Oracle,3
621,1242,SAPDB,3
621,1242,SAP,3
622,1244,C#,3
622,1244,Java,3
622,1244,MSSQL,3
625,1260,Cisco,3
627,1263,C#,3
627,1263,MFC,3
627,1263,VisualBasic.net,3
627,1263,VisualStudio.net,3
628,1264,MSSQL,3
628,1264,SAP,3
631,1269,MSSQL,3
631,1269,Oracle,3
631,1269,鼎新,3
632,1272,鼎新,3
634,1280,SystemsAnalysis,3
635,1281,SAP,3
644,1299,MSSQL,3
644,1299,Oracle,3
644,1299,鼎新,3
645,1302,鼎新,3
647,1310,SystemsAnalysis,3
648,1311,SAP,3
657,1329,MSSQL,3
657,1329,Oracle,3
657,1329,鼎新,3
658,1332,鼎新,3
660,1340,SystemsAnalysis,3
661,1341,SAP,3
672,1361,C#,3
673,1363,C#,3
674,1365,Android,3
674,1365,iOS,3
674,1365,Java,3
674,1365,Objective-C,3
674,1365,SWIFT,3
676,1369,C#,3
676,1369,VisualBasic.net,3
676,1369,LabVIEW,3
677,1373,C#,3
677,1373,MFC,3
678,1375,Github,3
678,1375,ASP.NET,3
678,1375,C#,3
678,1375,C++,3
679,1376,Github,3
679,1376,ASP.NET,3
679,1376,C#,3
679,1376,C++,3
681,1378,C++,3
681,1378,MFC,3
681,1378,VisualC++,3
681,1378,MSSQL,3
687,1390,C#,3
687,1390,Python,3
687,1390,MSSQL,3
688,1394,ASP,3
688,1394,ASP.NET,3
688,1394,Java,3
688,1394,Oracle,3
688,1394,PL/SQL,3
688,1394,HTML,3
699,1412,Android,3
699,1412,Java,3
699,1412,Kotlin,3
701,1415,MFC,3
701,1415,VisualC#,3
701,1415,VisualC++,3
701,1415,WinForm,3
702,1418,Python,3
702,1418,PowerPoint,3
703,1419,C#,3
703,1419,MSSQL,3
703,1419,MySQL,3
705,1423,Python,3
705,1423,Xmind,3
705,1423,AxureRP,3
708,1427,Git,3
708,1427,C#,3
708,1427,Java,3
708,1427,Go,3
708,1427,PostgreSQL,3
708,1427,AWS,3
713,1434,C#,3
713,1434,3dsMax,3
713,1434,MAYA,3
713,1434,Unity3D,3
713,1434,UnrealEngine,3
715,1436,Linux,3
715,1436,Windows7,3
715,1436,Windows8,3
715,1436,Windows10,3
715,1436,MSSQL,3
717,1440,Linux,3
717,1440,Windows7,3
717,1440,Windows8,3
717,1440,Windows10,3
717,1440,MSSQL,3
718,1441,Linux,3
718,1441,Windows7,3
718,1441,Windows8,3
718,1441,Windows10,3
718,1441,MSSQL,3
724,1452,AWS,3
725,1454,ReactJS,3
727,1457,ReactJS,3
732,1466,中文打字50~75,3
732,1466,英文打字50~75,3
735,1473,Linux,3
735,1473,HTTP,3
735,1473,TCP/IP,3
736,1474,SAP,3
737,1475,Java,3
737,1475,HTTP,3
737,1475,TCP/IP,3
743,1484,Android,3
743,1484,Java,3
743,1484,Kotlin,3
744,1485,Tableau,3
744,1485,PowerBI,3
745,1486,Java,3
745,1486,JSP,3
745,1486,Spring,3
745,1486,JavaScript,3
747,1491,C#,3
747,1491,MSSQL,3
747,1491,JavaScript,3
747,1491,鼎新,3
751,1496,中文打字50~75,3
751,1496,英文打字50~75,3
754,1503,Linux,3
754,1503,HTTP,3
754,1503,TCP/IP,3
755,1504,SAP,3
756,1505,Java,3
756,1505,HTTP,3
756,1505,TCP/IP,3
766,1524,iOS,3
766,1524,Objective-C,3
766,1524,SWIFT,3
768,1526,Java,3
768,1526,Objective-C,3
769,1531,Oracle,3
769,1531,EDI,3
769,1531,鼎新,3
770,1534,WindowsServer2012,3
770,1534,Vmware,3
770,1534,DNS,3
770,1534,Firewall,3
770,1534,TCP/IP,3
773,1540,MES,3
781,1561,JavaScript,3
781,1561,HTTP,3
782,1562,JavaScript,3
782,1562,HTTP,3
783,1564,C#,3
783,1564,Python,3
783,1564,PL/SQL,3
783,1564,鼎新,3
784,1565,Android,3
784,1565,iOS,3
784,1565,Git,3
784,1565,Java,3
784,1565,SWIFT,3
784,1565,Kotlin,3
784,1565,AWS,3
784,1565,JavaScript,3
784,1565,Node.js,3
790,1576,C#,3
790,1576,VisualC++,3
790,1576,VisualStudio,3
793,1579,Linux,3
793,1579,Vmware,3
793,1579,JavaScript,3
793,1579,TCP/IP,3
793,1579,VPN,3
794,1580,C#,3
794,1580,MFC,3
794,1580,Python,3
795,1581,C++,3
795,1581,C++.Net,3
795,1581,VisualC++,3
795,1581,MSSQL,3
799,1587,Linux,3
799,1587,Android,3
799,1587,Java,3
803,1597,Android,3
803,1597,Java,3
803,1597,Kotlin,3
811,1608,Oracle,3
811,1608,Cisco,3
811,1608,DNS,3
811,1608,Ethernet,3
811,1608,LAN,3
811,1608,PPPoE,3
811,1608,VPN,3
815,1621,AJAX,3
815,1621,Java,3
815,1621,RMI,3
815,1621,Spring,3
815,1621,XSLT,3
815,1621,DataModeling,3
818,1630,Linux,3
818,1630,ASP,3
818,1630,ASP.NET,3
818,1630,C#,3
818,1630,Python,3
818,1630,MSSQL,3
818,1630,JavaScript,3
821,1633,鼎新,3
821,1633,正航,3
823,1636,STL,3
823,1636,C#,3
824,1637,C#,3
824,1637,C++,3
825,1638,Linux,3
825,1638,Cisco,3
825,1638,Firewall,3
825,1638,TCP/IP,3
825,1638,鼎新,3
829,1646,WindowsServer2012,3
829,1646,HTML,3
830,1648,GoogleAnalytics,3
835,1655,PHP,3
