,序號,tool,category
309,559,Outlook,2
309,559,PowerPoint,2
309,559,Word,2
314,568,Excel,2
314,568,Outlook,2
314,568,Project,2
314,568,Word,2
314,568,AutoCAD,2
317,575,Excel,2
317,575,Outlook,2
317,575,PowerPoint,2
317,575,Word,2
318,576,Excel,2
318,576,Outlook,2
318,576,PowerPoint,2
318,576,Word,2
322,585,Windows8,2
322,585,Excel,2
322,585,Outlook,2
322,585,PowerPoint,2
322,585,Word,2
322,585,中文打字20~50,2
322,585,英文打字20~50,2
340,613,SystemsAnalysis,2
340,613,Excel,2
340,613,PowerPoint,2
340,613,Project,2
340,613,Word,2
340,613,Xmind,2
352,644,SystemsAnalysis,2
352,644,Excel,2
352,644,PowerPoint,2
352,644,Project,2
352,644,Word,2
352,644,Xmind,2
364,675,SystemsAnalysis,2
364,675,Excel,2
364,675,PowerPoint,2
364,675,Project,2
364,675,Word,2
364,675,Xmind,2
376,706,SystemsAnalysis,2
376,706,Excel,2
376,706,PowerPoint,2
376,706,Project,2
376,706,Word,2
376,706,Xmind,2
388,737,SystemsAnalysis,2
388,737,Excel,2
388,737,PowerPoint,2
388,737,Project,2
388,737,Word,2
388,737,Xmind,2
400,768,SystemsAnalysis,2
400,768,Excel,2
400,768,PowerPoint,2
400,768,Project,2
400,768,Word,2
400,768,Xmind,2
412,799,SystemsAnalysis,2
412,799,Excel,2
412,799,PowerPoint,2
412,799,Project,2
412,799,Word,2
412,799,Xmind,2
439,902,Excel,2
439,902,PowerPoint,2
439,902,Project,2
439,902,Word,2
440,903,Java,2
440,903,Excel,2
440,903,PowerPoint,2
440,903,Project,2
440,903,Word,2
448,916,VisualC#,2
448,916,Oracle,2
448,916,Excel,2
448,916,Outlook,2
448,916,PowerPoint,2
448,916,Word,2
448,916,MES,2
453,931,Excel,2
453,931,Outlook,2
453,931,PowerPoint,2
453,931,Word,2
459,946,Excel,2
459,946,Outlook,2
459,946,PowerPoint,2
459,946,Project,2
459,946,Visio,2
459,946,Word,2
466,965,Linux,2
466,965,Android,2
466,965,C,2
466,965,C++,2
466,965,Java,2
466,965,Excel,2
466,965,PowerPoint,2
466,965,Word,2
472,976,Excel,2
472,976,Outlook,2
472,976,PowerPoint,2
472,976,Project,2
472,976,Visio,2
472,976,Word,2
524,1096,Excel,2
524,1096,Outlook,2
524,1096,PowerPoint,2
524,1096,Word,2
528,1103,Excel,2
528,1103,PowerPoint,2
528,1103,Word,2
541,1119,Excel,2
541,1119,Outlook,2
541,1119,PowerPoint,2
541,1119,Word,2
549,1135,Windows2000,2
549,1135,Excel,2
549,1135,PowerPoint,2
549,1135,Word,2
557,1149,Excel,2
557,1149,PowerPoint,2
557,1149,Word,2
563,1155,Python,2
563,1155,Excel,2
563,1155,PowerPoint,2
563,1155,Project,2
563,1155,Visio,2
563,1155,Word,2
563,1155,AdobePhotoshop,2
567,1159,Excel,2
567,1159,PowerPoint,2
567,1159,Word,2
567,1159,中文打字50~75,2
567,1159,英文打字50~75,2
576,1171,Windows7,2
576,1171,Windows10,2
576,1171,Excel,2
576,1171,PowerPoint,2
576,1171,Project,2
576,1171,Visio,2
576,1171,Word,2
581,1177,Excel,2
581,1177,PowerPoint,2
581,1177,Word,2
591,1190,Access,2
591,1190,Excel,2
591,1190,Outlook,2
591,1190,PowerPoint,2
591,1190,Project,2
591,1190,Publisher,2
591,1190,Visio,2
591,1190,Word,2
591,1190,Unity3D,2
593,1192,Access,2
593,1192,Excel,2
593,1192,Outlook,2
593,1192,PowerPoint,2
593,1192,Project,2
593,1192,Publisher,2
593,1192,Visio,2
593,1192,Word,2
593,1192,Unity3D,2
617,1235,Windows2000,2
617,1235,Windows98,2
617,1235,ASP,2
617,1235,Delphi,2
617,1235,VisualBasic,2
617,1235,MSSQL,2
617,1235,Oracle,2
617,1235,JavaScript,2
617,1235,VBScript,2
617,1235,Excel,2
617,1235,Outlook,2
617,1235,PowerPoint,2
617,1235,Word,2
626,1262,Linux,2
626,1262,MSSQL,2
626,1262,MySQL,2
626,1262,Excel,2
626,1262,Outlook,2
626,1262,PowerPoint,2
626,1262,Word,2
629,1265,Excel,2
629,1265,Outlook,2
629,1265,PowerPoint,2
629,1265,Word,2
633,1276,PowerPoint,2
633,1276,Word,2
633,1276,AdobePhotoshop,2
633,1276,Illustrator,2
646,1306,PowerPoint,2
646,1306,Word,2
646,1306,AdobePhotoshop,2
646,1306,Illustrator,2
659,1336,PowerPoint,2
659,1336,Word,2
659,1336,AdobePhotoshop,2
659,1336,Illustrator,2
668,1354,AdobeAcrobat,2
668,1354,Excel,2
668,1354,PowerPoint,2
668,1354,Word,2
680,1377,VisualC++,2
680,1377,Excel,2
680,1377,PowerPoint,2
682,1380,Excel,2
682,1380,PowerPoint,2
682,1380,Project,2
682,1380,Word,2
682,1380,Planner,2
684,1383,AdobeAcrobat,2
684,1383,Excel,2
684,1383,PowerPoint,2
684,1383,Word,2
695,1406,ASP.NET,2
695,1406,Java,2
695,1406,Python,2
695,1406,Access,2
695,1406,MSSQL,2
695,1406,Excel,2
695,1406,PowerPoint,2
695,1406,Word,2
695,1406,中文打字20~50,2
695,1406,英文打字20~50,2
696,1409,Excel,2
696,1409,Outlook,2
696,1409,PowerPoint,2
696,1409,Word,2
698,1411,Excel,2
698,1411,Outlook,2
698,1411,PowerPoint,2
698,1411,Word,2
700,1414,Windows2000,2
700,1414,Windows2003,2
700,1414,Windows95,2
700,1414,Windows98,2
700,1414,WindowsMobile,2
700,1414,WindowsNT,2
700,1414,WindowsVista,2
700,1414,WindowsXP,2
700,1414,Windows7,2
700,1414,WindowsServer2008,2
700,1414,Android,2
700,1414,iOS,2
700,1414,Windows8,2
700,1414,WindowsServer2012,2
700,1414,Windows10,2
700,1414,WindowsServer2019,2
700,1414,DHTML,2
700,1414,ElectronicPayment,2
700,1414,HTML,2
700,1414,HTTP,2
700,1414,Excel,2
700,1414,PowerPoint,2
700,1414,Word,2
704,1422,Excel,2
704,1422,PowerPoint,2
704,1422,Word,2
706,1424,Excel,2
706,1424,PowerPoint,2
706,1424,Word,2
719,1442,Excel,2
719,1442,PowerPoint,2
719,1442,Word,2
719,1442,WPS,2
730,1464,Excel,2
730,1464,Outlook,2
730,1464,PowerPoint,2
730,1464,Word,2
749,1494,Excel,2
749,1494,Outlook,2
749,1494,PowerPoint,2
749,1494,Word,2
765,1523,VisualC#,2
765,1523,MSSQL,2
765,1523,Excel,2
765,1523,PowerPoint,2
765,1523,Visio,2
771,1536,iOS,2
771,1536,Excel,2
771,1536,Outlook,2
771,1536,PowerPoint,2
771,1536,Word,2
772,1537,VPN,2
772,1537,Excel,2
772,1537,Outlook,2
772,1537,PowerPoint,2
772,1537,Word,2
780,1558,C#,2
780,1558,MSSQL,2
780,1558,Excel,2
780,1558,Outlook,2
780,1558,PowerPoint,2
780,1558,Word,2
780,1558,SAP,2
787,1572,MCU,2
787,1572,C,2
787,1572,C++,2
787,1572,Excel,2
787,1572,OneNote,2
787,1572,Outlook,2
787,1572,PowerPoint,2
787,1572,Word,2
787,1572,Assembly,2
791,1577,ASP.NET,2
791,1577,C#,2
791,1577,VisualStudio,2
791,1577,WinForm,2
791,1577,MSSQL,2
791,1577,Excel,2
791,1577,PowerPoint,2
791,1577,Word,2
796,1582,C,2
796,1582,C++,2
796,1582,Excel,2
796,1582,PowerPoint,2
796,1582,Project,2
796,1582,Word,2
797,1583,C,2
797,1583,C++,2
797,1583,Excel,2
797,1583,PowerPoint,2
797,1583,Project,2
797,1583,Word,2
798,1586,Excel,2
798,1586,Word,2
800,1588,Excel,2
800,1588,Word,2
802,1596,C#,2
802,1596,Excel,2
802,1596,Outlook,2
802,1596,PowerPoint,2
802,1596,Word,2
802,1596,鼎新,2
806,1601,Excel,2
806,1601,PowerPoint,2
806,1601,Word,2
810,1606,Excel,2
810,1606,Outlook,2
810,1606,PowerPoint,2
810,1606,Word,2
812,1613,Excel,2
812,1613,PowerPoint,2
812,1613,Visio,2
812,1613,Word,2
812,1613,GIS,2
828,1644,C,2
828,1644,C++,2
828,1644,Excel,2
828,1644,Outlook,2
828,1644,PowerPoint,2
828,1644,Word,2
866,1703,Excel,2
866,1703,Outlook,2
866,1703,PowerPoint,2
866,1703,Word,2
872,1715,MySQL,2
872,1715,HTML,2
872,1715,Excel,2
872,1715,PowerPoint,2
872,1715,Word,2
873,1718,Excel,2
873,1718,PowerPoint,2
873,1718,Word,2
901,1772,Excel,2
901,1772,PowerPoint,2
901,1772,Word,2
901,1772,AdobePhotoshop,2
903,1774,Excel,2
903,1774,Outlook,2
903,1774,PowerPoint,2
903,1774,Word,2
909,1789,Excel,2
909,1789,Outlook,2
909,1789,PowerPoint,2
909,1789,Word,2
909,1789,AdobePhotoshop,2
913,1797,Excel,2
913,1797,Outlook,2
913,1797,PowerPoint,2
913,1797,Word,2
913,1797,AdobePhotoshop,2
914,1798,Excel,2
914,1798,Outlook,2
914,1798,PowerPoint,2
914,1798,Word,2
914,1798,AdobePhotoshop,2
923,1814,MSSQL,2
923,1814,Excel,2
923,1814,PowerPoint,2
923,1814,Word,2
943,1850,Android,2
943,1850,iOS,2
943,1850,Windows10,2
943,1850,Excel,2
943,1850,PowerPoint,2
943,1850,Word,2
951,1862,Python,2
951,1862,e-commerce,2
951,1862,Excel,2
951,1862,Outlook,2
951,1862,PowerPoint,2
951,1862,Word,2
951,1862,GoogleAnalytics,2
951,1862,AdobePhotoshop,2
952,1863,Excel,2
952,1863,PowerPoint,2
952,1863,Word,2
953,1864,Windows2000,2
953,1864,Windows2003,2
953,1864,Windows95,2
953,1864,Windows98,2
953,1864,WindowsMobile,2
953,1864,WindowsNT,2
953,1864,WindowsVista,2
953,1864,WindowsXP,2
953,1864,Windows7,2
953,1864,WindowsServer2008,2
953,1864,Android,2
953,1864,iOS,2
953,1864,Windows8,2
953,1864,WindowsServer2012,2
953,1864,Windows10,2
953,1864,WindowsServer2019,2
953,1864,DHTML,2
953,1864,ElectronicPayment,2
953,1864,HTML,2
953,1864,HTTP,2
953,1864,Excel,2
953,1864,PowerPoint,2
953,1864,Word,2
959,1874,Excel,2
959,1874,PowerPoint,2
959,1874,Word,2
959,1874,GoogleAnalytics,2
966,1885,e-commerce,2
966,1885,AdobeAcrobat,2
966,1885,Excel,2
966,1885,PowerPoint,2
966,1885,Word,2
966,1885,GoogleAnalytics,2
972,1895,Excel,2
972,1895,Word,2
972,1895,AdobePhotoshop,2
977,1900,Excel,2
977,1900,PowerPoint,2
977,1900,Word,2
977,1900,中文打字20~50,2
988,1925,Windows98,2
988,1925,WindowsXP,2
988,1925,Windows10,2
988,1925,C,2
988,1925,C++,2
988,1925,JavaScript,2
988,1925,DHCP,2
988,1925,DNS,2
988,1925,HTTP,2
988,1925,TCP/IP,2
988,1925,Outlook,2
988,1925,PowerPoint,2
988,1925,Word,2
988,1925,AutoCAD,2
1001,1946,Linux,2
1001,1946,WindowsServer2008,2
1001,1946,WindowsServer2012,2
1001,1946,WindowsServer2019,2
1001,1946,Jenkins,2
1001,1946,Git,2
1001,1946,PHP,2
1001,1946,MySQL,2
1001,1946,HTML,2
1001,1946,JavaScript,2
1001,1946,jQuery,2
1001,1946,ssh,2
1001,1946,TCP/IP,2
1001,1946,VLAN,2
1001,1946,VPN,2
1001,1946,Excel,2
1001,1946,PowerPoint,2
1001,1946,Word,2
1014,1962,Apple,2
1014,1962,iOS,2
1014,1962,Git,2
1014,1962,PHP,2
1014,1962,SWIFT,2
1014,1962,MSSQL,2
1014,1962,Excel,2
1014,1962,Word,2
1038,1992,Apple,2
1038,1992,iOS,2
1038,1992,Git,2
1038,1992,PHP,2
1038,1992,SWIFT,2
1038,1992,MSSQL,2
1038,1992,Excel,2
1038,1992,Word,2
1062,2022,Apple,2
1062,2022,iOS,2
1062,2022,Git,2
1062,2022,PHP,2
1062,2022,SWIFT,2
1062,2022,MSSQL,2
1062,2022,Excel,2
1062,2022,Word,2
1264,2270,C,2
1264,2270,C++,2
1264,2270,Java,2
1264,2270,Excel,2
1264,2270,Outlook,2
1264,2270,PowerPoint,2
1264,2270,Word,2
1265,2271,C,2
1265,2271,C++,2
1265,2271,Java,2
1265,2271,Excel,2
1265,2271,Outlook,2
1265,2271,PowerPoint,2
1265,2271,Word,2
1304,2324,XML,2
1304,2324,XMLWebservices,2
1304,2324,Excel,2
1304,2324,Outlook,2
1304,2324,PowerPoint,2
1304,2324,Word,2
1322,2354,XML,2
1322,2354,XMLWebservices,2
1322,2354,Excel,2
1322,2354,Outlook,2
1322,2354,PowerPoint,2
1322,2354,Word,2
1340,2384,XML,2
1340,2384,XMLWebservices,2
1340,2384,Excel,2
1340,2384,Outlook,2
1340,2384,PowerPoint,2
1340,2384,Word,2
1358,2414,XML,2
1358,2414,XMLWebservices,2
1358,2414,Excel,2
1358,2414,Outlook,2
1358,2414,PowerPoint,2
1358,2414,Word,2
1376,2444,XML,2
1376,2444,XMLWebservices,2
1376,2444,Excel,2
1376,2444,Outlook,2
1376,2444,PowerPoint,2
1376,2444,Word,2
1394,2474,XML,2
1394,2474,XMLWebservices,2
1394,2474,Excel,2
1394,2474,Outlook,2
1394,2474,PowerPoint,2
1394,2474,Word,2
1412,2504,XML,2
1412,2504,XMLWebservices,2
1412,2504,Excel,2
1412,2504,Outlook,2
1412,2504,PowerPoint,2
1412,2504,Word,2
1430,2533,XML,2
1430,2533,XMLWebservices,2
1430,2533,Excel,2
1430,2533,Outlook,2
1430,2533,PowerPoint,2
1430,2533,Word,2
1449,2566,Android,2
1449,2566,Excel,2
1449,2566,PowerPoint,2
1449,2566,Word,2
1450,2567,Excel,2
1450,2567,PowerPoint,2
1450,2567,Word,2
1455,2577,Linux,2
1455,2577,C,2
1455,2577,C++,2
1455,2577,Excel,2
1455,2577,Outlook,2
1455,2577,PowerPoint,2
1455,2577,Word,2
1467,2596,Android,2
1467,2596,Excel,2
1467,2596,PowerPoint,2
1467,2596,Word,2
1468,2597,Excel,2
1468,2597,PowerPoint,2
1468,2597,Word,2
1527,2677,Windows8,2
1527,2677,Windows10,2
1527,2677,ASP.NET,2
1527,2677,VisualBasic,2
1527,2677,VisualC#,2
1527,2677,Access,2
1527,2677,MSSQL,2
1527,2677,Hubs/Routers,2
1527,2677,LAN,2
1527,2677,Excel,2
1527,2677,Outlook,2
1527,2677,PowerPoint,2
1527,2677,Word,2
1613,2788,Excel,2
1613,2788,Outlook,2
1613,2788,PowerPoint,2
1613,2788,Word,2
1634,2818,Excel,2
1634,2818,Outlook,2
1634,2818,PowerPoint,2
1634,2818,Word,2
1666,2872,C,2
1666,2872,C++,2
1666,2872,Python,2
1666,2872,JavaScript,2
1666,2872,Excel,2
1666,2872,PowerPoint,2
1666,2872,Word,2
1680,2902,C,2
1680,2902,C++,2
1680,2902,Python,2
1680,2902,JavaScript,2
1680,2902,Excel,2
1680,2902,PowerPoint,2
1680,2902,Word,2
1695,2924,Windows10,2
1695,2924,WindowsServer2019,2
1695,2924,VisualStudio.net,2
1695,2924,HTML,2
1695,2924,XML,2
1695,2924,Excel,2
1695,2924,Visio,2
1695,2924,Word,2
1708,2942,VisualBasic,2
1708,2942,VisualBasic.net,2
1708,2942,VisualStudio.net,2
1708,2942,MSSQL,2
1708,2942,MySQL,2
1708,2942,XML,2
1708,2942,Excel,2
1708,2942,Word,2
1709,2943,C#,2
1709,2943,VisualC#,2
1709,2943,VisualStudio.net,2
1709,2943,MSSQL,2
1709,2943,MySQL,2
1709,2943,XML,2
1709,2943,Excel,2
1709,2943,Word,2
1727,2965,C,2
1727,2965,C++,2
1727,2965,Excel,2
1727,2965,Outlook,2
1727,2965,Word,2
1727,2965,中文打字20以下,2
1727,2965,英文打字20以下,2
1730,2968,Linux,2
1730,2968,C,2
1730,2968,C++,2
1730,2968,Excel,2
1730,2968,Outlook,2
1730,2968,Visio,2
1730,2968,Word,2
1733,2971,C,2
1733,2971,C++,2
1733,2971,Excel,2
1733,2971,Outlook,2
1733,2971,Word,2
1733,2971,中文打字20以下,2
1733,2971,英文打字20以下,2
1734,2972,C,2
1734,2972,C++,2
1734,2972,Excel,2
1734,2972,Outlook,2
1734,2972,Word,2
1734,2972,中文打字20以下,2
1734,2972,英文打字20以下,2
1755,2996,AJAX,2
1755,2996,ASP.NET,2
1755,2996,C#,2
1755,2996,Java,2
1755,2996,jQuery,2
1755,2996,Excel,2
1755,2996,PowerPoint,2
1755,2996,Word,2
1755,2996,中文打字20~50,2
1755,2996,英文打字20~50,2
1773,3019,Excel,2
1773,3019,PowerPoint,2
1773,3019,Word,2
1773,3019,中文打字50~75,2
1773,3019,英文打字50~75,2
1795,3066,Linux,2
1795,3066,C,2
1795,3066,Excel,2
1795,3066,Outlook,2
1795,3066,PowerPoint,2
1795,3066,Word,2
1797,3071,Linux,2
1797,3071,C,2
1797,3071,Excel,2
1797,3071,Outlook,2
1797,3071,PowerPoint,2
1797,3071,Word,2
2030,3492,VisualBasic.net,2
2030,3492,Excel,2
2030,3492,PowerPoint,2
2087,3561,InternetExplorer,2
2087,3561,PowerPoint,2
2087,3561,Word,2
2125,3626,Linux,2
2125,3626,C,2
2125,3626,C++,2
2125,3626,Java,2
2125,3626,Excel,2
2125,3626,Outlook,2
2125,3626,PowerPoint,2
2125,3626,Project,2
2125,3626,Word,2
2126,3627,Linux,2
2126,3627,C,2
2126,3627,C++,2
2126,3627,Java,2
2126,3627,Excel,2
2126,3627,Outlook,2
2126,3627,PowerPoint,2
2126,3627,Project,2
2126,3627,Word,2
2130,3633,Excel,2
2130,3633,Outlook,2
2130,3633,Word,2
2131,3634,C,2
2131,3634,C#,2
2131,3634,C++,2
2131,3634,Python,2
2131,3634,VisualBasic,2
2131,3634,Excel,2
2131,3634,Outlook,2
2131,3634,PowerPoint,2
2131,3634,Word,2
2136,3650,Excel,2
2136,3650,Word,2
2150,3672,Linux,2
2150,3672,C++,2
2150,3672,Excel,2
2150,3672,PowerPoint,2
2150,3672,Word,2
2150,3672,Assembly,2
2152,3674,Excel,2
2152,3674,PowerPoint,2
2152,3674,Word,2
2152,3674,AutoCAD,2
2152,3674,Inventor,2
2152,3674,PLC,2
2166,3696,C,2
2166,3696,C++,2
2166,3696,Python,2
2166,3696,Excel,2
2166,3696,Outlook,2
2166,3696,PowerPoint,2
2166,3696,Word,2
2166,3696,PLC,2
2168,3698,VisualBasic.net,2
2168,3698,Excel,2
2168,3698,PowerPoint,2
2174,3704,C,2
2174,3704,Java,2
2174,3704,Python,2
2174,3704,HTML,2
2174,3704,JavaScript,2
2174,3704,Excel,2
2174,3704,PowerPoint,2
2174,3704,Word,2
2176,3707,C,2
2176,3707,C++,2
2176,3707,Excel,2
2176,3707,PowerPoint,2
2176,3707,Project,2
2176,3707,Word,2
2178,3709,C,2
2178,3709,C++,2
2178,3709,Excel,2
2178,3709,PowerPoint,2
2178,3709,Project,2
2178,3709,Word,2
2195,3740,VisualStudio,2
2195,3740,Access,2
2195,3740,Excel,2
2195,3740,PowerPoint,2
2195,3740,Word,2
2195,3740,中文打字20~50,2
2195,3740,英文打字20~50,2
2196,3741,VisualStudio,2
2196,3741,Access,2
2196,3741,Excel,2
2196,3741,PowerPoint,2
2196,3741,Word,2
2196,3741,中文打字20~50,2
2196,3741,英文打字20~50,2
2201,3749,Excel,2
2201,3749,Outlook,2
2201,3749,PowerPoint,2
2201,3749,Word,2
2201,3749,中文打字20~50,2
2213,3771,Windows2000,2
2213,3771,WindowsNT,2
2213,3771,C,2
2213,3771,C++,2
2213,3771,VisualBasic,2
2213,3771,MSSQL,2
2213,3771,FrontPage,2
2213,3771,Excel,2
2213,3771,Outlook,2
2213,3771,PowerPoint,2
2213,3771,Word,2
2213,3771,AutoCAD,2
2214,3772,C++,2
2214,3772,Java,2
2214,3772,Excel,2
2214,3772,Outlook,2
2214,3772,PowerPoint,2
2214,3772,Word,2
2696,4420,Windows2000,2
2696,4420,WindowsNT,2
2696,4420,C,2
2696,4420,C++,2
2696,4420,VisualC++,2
2696,4420,FrontPage,2
2696,4420,Excel,2
2696,4420,Outlook,2
2696,4420,PowerPoint,2
2696,4420,Project,2
2696,4420,Word,2
2696,4420,Assembly,2
2698,4422,Windows2000,2
2698,4422,WindowsNT,2
2698,4422,C,2
2698,4422,C++,2
2698,4422,VisualC++,2
2698,4422,Win32,2
2698,4422,FrontPage,2
2698,4422,Excel,2
2698,4422,Outlook,2
2698,4422,PowerPoint,2
2698,4422,Project,2
2698,4422,Word,2
2698,4422,Assembly,2
2721,4450,Windows2000,2
2721,4450,WindowsNT,2
2721,4450,C,2
2721,4450,C++,2
2721,4450,VisualC++,2
2721,4450,FrontPage,2
2721,4450,Excel,2
2721,4450,Outlook,2
2721,4450,PowerPoint,2
2721,4450,Project,2
2721,4450,Word,2
2721,4450,Assembly,2
2723,4452,Windows2000,2
2723,4452,WindowsNT,2
2723,4452,C,2
2723,4452,C++,2
2723,4452,VisualC++,2
2723,4452,Win32,2
2723,4452,FrontPage,2
2723,4452,Excel,2
2723,4452,Outlook,2
2723,4452,PowerPoint,2
2723,4452,Project,2
2723,4452,Word,2
2723,4452,Assembly,2
2746,4480,Windows2000,2
2746,4480,WindowsNT,2
2746,4480,C,2
2746,4480,C++,2
2746,4480,VisualC++,2
2746,4480,FrontPage,2
2746,4480,Excel,2
2746,4480,Outlook,2
2746,4480,PowerPoint,2
2746,4480,Project,2
2746,4480,Word,2
2746,4480,Assembly,2
2748,4482,Windows2000,2
2748,4482,WindowsNT,2
2748,4482,C,2
2748,4482,C++,2
2748,4482,VisualC++,2
2748,4482,Win32,2
2748,4482,FrontPage,2
2748,4482,Excel,2
2748,4482,Outlook,2
2748,4482,PowerPoint,2
2748,4482,Project,2
2748,4482,Word,2
2748,4482,Assembly,2
2771,4510,Windows2000,2
2771,4510,WindowsNT,2
2771,4510,C,2
2771,4510,C++,2
2771,4510,VisualC++,2
2771,4510,FrontPage,2
2771,4510,Excel,2
2771,4510,Outlook,2
2771,4510,PowerPoint,2
2771,4510,Project,2
2771,4510,Word,2
2771,4510,Assembly,2
2773,4512,Windows2000,2
2773,4512,WindowsNT,2
2773,4512,C,2
2773,4512,C++,2
2773,4512,VisualC++,2
2773,4512,Win32,2
2773,4512,FrontPage,2
2773,4512,Excel,2
2773,4512,Outlook,2
2773,4512,PowerPoint,2
2773,4512,Project,2
2773,4512,Word,2
2773,4512,Assembly,2
2796,4540,Windows2000,2
2796,4540,WindowsNT,2
2796,4540,C,2
2796,4540,C++,2
2796,4540,VisualC++,2
2796,4540,FrontPage,2
2796,4540,Excel,2
2796,4540,Outlook,2
2796,4540,PowerPoint,2
2796,4540,Project,2
2796,4540,Word,2
2796,4540,Assembly,2
2798,4542,Windows2000,2
2798,4542,WindowsNT,2
2798,4542,C,2
2798,4542,C++,2
2798,4542,VisualC++,2
2798,4542,Win32,2
2798,4542,FrontPage,2
2798,4542,Excel,2
2798,4542,Outlook,2
2798,4542,PowerPoint,2
2798,4542,Project,2
2798,4542,Word,2
2798,4542,Assembly,2
2821,4570,Windows2000,2
2821,4570,WindowsNT,2
2821,4570,C,2
2821,4570,C++,2
2821,4570,VisualC++,2
2821,4570,FrontPage,2
2821,4570,Excel,2
2821,4570,Outlook,2
2821,4570,PowerPoint,2
2821,4570,Project,2
2821,4570,Word,2
2821,4570,Assembly,2
2823,4572,Windows2000,2
2823,4572,WindowsNT,2
2823,4572,C,2
2823,4572,C++,2
2823,4572,VisualC++,2
2823,4572,Win32,2
2823,4572,FrontPage,2
2823,4572,Excel,2
2823,4572,Outlook,2
2823,4572,PowerPoint,2
2823,4572,Project,2
2823,4572,Word,2
2823,4572,Assembly,2
2846,4600,Windows2000,2
2846,4600,WindowsNT,2
2846,4600,C,2
2846,4600,C++,2
2846,4600,VisualC++,2
2846,4600,FrontPage,2
2846,4600,Excel,2
2846,4600,Outlook,2
2846,4600,PowerPoint,2
2846,4600,Project,2
2846,4600,Word,2
2846,4600,Assembly,2
2848,4602,Windows2000,2
