,序號,薪水,學歷要求
34299,34368,38000,大學
34300,34369,60000,專科
34301,34370,40000,大學
34302,34371,39000,大學
34304,34373,40000,專科
34306,34375,45000,專科
34307,34376,51000,大學
34316,34385,47500,專科
34320,34389,45000,專科
34323,34392,40000,大學
34325,34394,50000,大學
34329,34398,42500,專科
34330,34399,33700,大學
34331,34400,39500,大學
34332,34401,57500,大學
34333,34402,40000,大學
34335,34404,35000,大學
34339,34408,50000,大學
34340,34409,50000,大學
34341,34410,92307,大學
34342,34411,50000,碩士
34344,34413,50000,大學
34349,34418,44000,大學
34350,34419,37890,碩士
34351,34420,47500,大學
34352,34421,32000,大學
34354,34423,30000,大學
34361,34430,40000,專科
34364,34433,51000,大學
34365,34434,51000,大學
34367,34436,40000,專科
34369,34438,44000,專科
34370,34439,51000,大學
34373,34442,51000,大學
34374,34443,51000,大學
34375,34444,51000,大學
34379,34448,44000,大學
34380,34449,37890,碩士
34381,34450,47500,大學
34382,34451,32000,大學
34384,34453,30000,大學
34391,34460,40000,專科
34400,34469,33000,大學
34405,34474,34500,專科
34406,34475,38500,大學
34407,34476,36000,大學
34408,34477,51000,大學
34410,34479,47500,專科
34411,34480,40000,專科
34416,34485,40000,專科
34417,34486,36950,大學
34418,34487,35000,大學
34420,34489,40000,大學
34421,34490,49500,大學
34422,34491,50000,大學
34423,34492,49500,大學
34426,34495,38000,專科
34430,34499,40000,專科
34435,34504,45000,大學
34445,34514,42500,大學
34446,34515,90000,大學
34447,34516,90000,大學
34448,34517,85000,大學
34451,34520,50000,大學
34453,34522,50000,大學
34454,34523,38000,大學
34456,34525,45000,大學
34463,34532,60000,專科
34475,34544,42500,大學
34476,34545,90000,大學
34477,34546,90000,大學
34478,34547,85000,大學
34481,34550,50000,大學
34483,34552,50000,大學
34484,34553,38000,大學
34486,34555,45000,大學
34493,34562,60000,專科
34505,34574,42500,大學
34506,34575,90000,大學
34507,34576,90000,大學
34508,34577,85000,大學
34511,34580,50000,大學
34513,34582,50000,大學
34514,34583,38000,大學
34516,34585,45000,大學
34523,34592,60000,專科
34537,34606,37500,大學
34543,34612,80000,大學
34548,34617,37500,專科
34549,34618,70000,專科
34550,34619,45000,大學
34551,34620,48000,大學
34553,34622,39000,大學
34554,34623,50000,大學
34555,34624,50000,大學
34559,34628,50000,大學
34564,34633,39000,大學
34565,34634,51000,大學
34566,34635,51000,大學
34568,34637,70000,專科
34571,34640,45000,大學
34576,34645,43000,大學
34590,34659,55000,大學
34594,34663,46500,大學
34595,34664,43000,大學
34597,34666,32000,專科
34603,34672,47500,大學
34605,34674,35000,專科
34607,34676,42500,大學
34612,34681,35500,大學
34613,34682,40000,專科
34614,34683,34000,不拘
34615,34684,50000,大學
34616,34685,50000,大學
34617,34686,50000,大學
34618,34687,50000,大學
34619,34688,50000,大學
34620,34689,50000,大學
34621,34690,50000,大學
34622,34691,50000,大學
34623,34692,52500,專科
34624,34693,42500,大學
34625,34694,70000,專科
34626,34695,37500,專科
34627,34696,50000,專科
34628,34697,47500,專科
34629,34698,35000,專科
34630,34699,40000,不拘
34634,34703,35000,專科
34636,34705,41500,專科
34637,34706,60000,大學
34639,34708,50000,高中
34640,34709,41500,專科
34642,34711,40000,專科
34646,34715,50000,專科
34647,34716,60000,專科
34648,34717,36000,大學
34649,34718,50000,大學
34650,34719,62500,大學
34652,34721,31000,大學
34655,34724,48000,專科
34656,34725,60000,大學
34657,34726,50000,專科
34658,34727,47500,專科
34659,34728,35000,專科
34660,34729,40000,不拘
34663,34732,49000,大學
34664,34733,50000,大學
34666,34735,28000,大學
34667,34736,60000,大學
34672,34741,60000,專科
34673,34742,80769,專科
34676,34745,70000,碩士
34679,34748,33000,高中
34680,34749,40000,大學
34682,34751,32500,大學
34684,34753,41500,大學
34685,34754,50000,大學
34686,34755,38000,大學
34687,34756,76923,碩士
34688,34757,44000,專科
34689,34758,45000,大學
34690,34759,70000,大學
34691,34760,60000,大學
34692,34761,49000,大學
34693,34762,45000,大學
34694,34763,37500,大學
34699,34768,33500,大學
34700,34769,45000,專科
34702,34771,40000,大學
34703,34772,55000,專科
34706,34775,60000,專科
34713,34782,57500,專科
34716,34785,29232,專科
34718,34787,100000,大學
34719,34788,52500,大學
34720,34789,42500,大學
34721,34790,50000,專科
34722,34791,52500,大學
34724,34793,42500,專科
34729,34798,33500,大學
34730,34799,45000,專科
34732,34801,40000,大學
34733,34802,55000,專科
34736,34805,60000,專科
34743,34812,57500,專科
34746,34815,29232,專科
34748,34817,100000,大學
34749,34818,52500,大學
34750,34819,42500,大學
34751,34820,50000,專科
34752,34821,52500,大學
34754,34823,42500,專科
34759,34828,33500,大學
34760,34829,45000,專科
34762,34831,40000,大學
34763,34832,55000,專科
34766,34835,60000,專科
34773,34842,57500,專科
34776,34845,29232,專科
34778,34847,57500,大學
34784,34853,45000,專科
34785,34854,37500,專科
34788,34857,50000,大學
34789,34858,34000,大學
34791,34860,50000,大學
34792,34861,50000,大學
34793,34862,35500,高中
34794,34863,41000,大學
34795,34864,50000,大學
34796,34865,70000,大學
34802,34871,40000,大學
34805,34874,29000,不拘
34809,34878,47000,不拘
34812,34881,47500,專科
34813,34882,45000,專科
34814,34883,41000,專科
34816,34885,34000,大學
34817,34886,45000,大學
34818,34887,49000,大學
34819,34888,38500,大學
34820,34889,37500,專科
34821,34890,45000,專科
34822,34891,41500,專科
34825,34894,44100,大學
34826,34895,40000,專科
34827,34896,45000,專科
34828,34897,58500,大學
34829,34898,58500,大學
34830,34899,58500,大學
34831,34900,58500,大學
34834,34903,50000,大學
34835,34904,35000,大學
34837,34906,31060,大學
34839,34908,32500,大學
34841,34910,33000,大學
34842,34911,30000,大學
34848,34917,40000,專科
34852,34921,50000,大學
34854,34923,40870,大學
34855,34924,32500,大學
34856,34925,39000,大學
34857,34926,38000,大學
34858,34927,40000,專科
34859,34928,40000,專科
34860,34929,40000,專科
34861,34930,60000,大學
34862,34931,30000,大學
34865,34934,38000,大學
34866,34935,37500,專科
34867,34936,37500,大學
34868,34937,39429,大學
34869,34938,31000,專科
34870,34939,55000,不拘
34871,34941,55000,大學
34872,34942,30500,專科
34873,34943,40000,專科
34876,34946,36000,專科
34877,34947,40000,大學
34878,34948,41500,大學
34879,34949,37500,大學
34880,34950,36000,大學
34881,34951,40000,大學
34882,34952,41000,大學
34884,34954,72500,專科
34885,34955,165300,大學
34886,34956,165300,大學
34887,34957,31000,大學
34889,34959,37500,大學
34890,34960,39000,專科
34891,34961,47500,大學
34892,34962,35000,大學
34893,34963,70000,專科
34894,34964,37500,專科
34897,34967,36000,大學
34898,34968,38000,大學
34900,34970,70000,專科
34901,34971,37000,大學
34902,34972,41000,不拘
34903,34973,36000,大學
34904,34974,42307,大學
34907,34977,38500,大學
34911,34981,39000,大學
34917,34987,55000,專科
34921,34991,47000,大學
34922,34992,47000,大學
34923,34993,36000,大學
34924,34994,38000,大學
34931,35001,60000,專科
34933,35003,37000,大學
34934,35004,33000,大學
34935,35005,60000,專科
34936,35006,44500,大學
34939,35009,41500,專科
34940,35010,40000,專科
34949,35019,50000,碩士
34951,35021,50000,專科
34953,35023,76153,大學
34954,35024,40000,大學
34955,35025,43500,大學
34957,35027,41500,大學
34958,35028,38000,大學
34962,35032,29232,專科
34963,35033,35538,大學
34967,35037,40000,大學
34970,35040,42000,大學
34973,35043,50000,大學
34975,35045,33000,大學
34976,35046,33000,大學
34977,35047,70000,專科
34978,35048,47500,專科
34979,35049,35000,大學
34980,35050,65000,大學
34983,35053,52500,專科
34984,35054,31500,專科
34985,35055,45000,大學
34986,35056,70000,專科
34988,35058,32000,大學
34994,35064,70000,大學
34999,35069,30000,大學
35000,35070,50000,大學
35001,35071,35000,大學
35002,35072,45000,專科
35003,35073,51500,大學
35005,35075,30000,大學
35006,35076,42500,專科
35009,35079,35000,大學
35011,35081,30000,專科
35012,35082,35000,大學
35013,35083,29232,專科
35015,35085,40000,專科
35017,35087,32400,大學
35018,35088,35500,專科
35019,35089,35050,大學
35020,35090,34150,大學
35023,35093,40000,專科
35024,35094,41750,專科
35025,35095,75000,專科
35027,35097,37500,大學
35030,35100,32625,專科
35031,35102,46153,大學
35032,35103,44000,大學
35033,35104,60000,大學
35034,35105,100000,大學
35035,35106,39000,大學
35038,35109,96153,不拘
35039,35110,96153,專科
35040,35111,103846,不拘
35041,35112,43000,大學
35043,35114,55000,大學
35044,35115,50000,大學
35045,35116,45000,專科
35048,35119,45000,大學
35049,35120,67500,不拘
35050,35121,70000,專科
35055,35126,38280,不拘
35056,35127,40000,大學
35057,35128,40000,大學
35058,35129,40000,大學
35059,35130,40000,大學
35060,35131,80000,不拘
35061,35132,50000,不拘
35062,35133,40000,不拘
35063,35134,115384,大學
35064,35135,69230,大學
35065,35136,87500,大學
35066,35137,82500,大學
35068,35139,52500,不拘
35069,35140,115000,專科
35071,35142,35670,專科
35072,35143,77500,專科
35073,35144,75000,高中
35074,35145,55000,高中
35075,35146,80000,高中
35085,35156,38280,不拘
35086,35157,40000,大學
35087,35158,40000,大學
35088,35159,40000,大學
35089,35160,40000,大學
35090,35161,80000,不拘
35091,35162,50000,不拘
35092,35163,40000,不拘
35093,35164,115384,大學
35094,35165,69230,大學
35095,35166,87500,大學
35096,35167,82500,大學
35098,35169,52500,不拘
35099,35170,115000,專科
35101,35172,35670,專科
35102,35173,77500,專科
35103,35174,75000,高中
35104,35175,55000,高中
35105,35176,80000,高中
35115,35186,38280,不拘
35116,35187,40000,大學
35117,35188,40000,大學
35118,35189,40000,大學
35119,35190,40000,大學
35120,35191,80000,不拘
35121,35192,50000,不拘
35122,35193,40000,不拘
35123,35194,115384,大學
35124,35195,69230,大學
35125,35196,87500,大學
35126,35197,82500,大學
35128,35199,52500,不拘
35129,35200,115000,專科
35131,35202,35670,專科
35132,35203,77500,專科
35133,35204,75000,高中
35134,35205,55000,高中
35135,35206,80000,高中
35146,35217,47500,大學
35148,35219,95000,專科
35149,35220,60000,高中
35150,35221,75000,高中
35151,35222,75000,高中
35155,35226,47500,專科
35156,35227,75000,專科
35158,35229,60000,大學
35159,35230,61000,不拘
35162,35233,50000,專科
35163,35234,62500,不拘
35164,35235,75000,專科
35165,35236,75000,專科
35166,35237,75000,專科
35167,35238,75000,高中
35168,35239,75000,高中
35176,35247,47500,大學
35178,35249,95000,專科
35179,35250,60000,高中
35180,35251,75000,高中
35181,35252,75000,高中
35185,35256,47500,專科
35186,35257,75000,專科
35188,35259,60000,大學
35189,35260,61000,不拘
35192,35263,50000,專科
35193,35264,62500,不拘
35194,35265,75000,專科
35195,35266,75000,專科
35196,35267,110000,專科
35203,35274,110000,高中
35205,35276,65000,高中
35206,35277,62500,大學
35207,35278,40000,高中
35209,35280,45000,專科
35213,35284,115000,大學
35215,35286,60000,高中
35218,35289,35000,不拘
35219,35290,80000,專科
35222,35293,75000,專科
35224,35295,100000,大學
35225,35296,105000,大學
35226,35297,110000,專科
35233,35304,110000,高中
35235,35306,65000,高中
35236,35307,62500,大學
35237,35308,40000,高中
35239,35310,45000,專科
35243,35314,115000,大學
35245,35316,60000,高中
35248,35319,35000,不拘
35249,35320,80000,專科
35252,35323,50000,大學
35253,35324,50000,專科
35254,35325,40000,專科
35266,35337,145000,專科
35267,35338,35000,高中
35268,35339,33060,專科
35269,35340,95000,大學
35273,35344,41000,不拘
35280,35351,41000,不拘
35282,35353,100000,大學
35283,35354,55000,專科
35284,35355,40000,專科
35296,35367,145000,專科
35297,35368,35000,高中
35298,35369,33060,專科
35299,35370,95000,大學
35303,35374,41000,不拘
35310,35381,41000,不拘
35312,35383,100000,大學
35313,35384,55000,專科
35314,35385,40000,專科
35326,35397,145000,專科
35327,35398,35000,高中
35328,35399,33060,專科
35329,35400,95000,大學
35333,35404,41000,不拘
35340,35411,40020,專科
35344,35415,45000,大學
35352,35423,50000,不拘
35353,35424,55000,不拘
35354,35425,92500,專科
35355,35426,58000,大學
35356,35427,65000,高中
35357,35428,65000,高中
35358,35429,65000,高中
35359,35430,100000,高中
35360,35431,50000,大學
35363,35434,45500,專科
35364,35435,45000,專科
35365,35436,47500,大學
35366,35437,45000,專科
35368,35439,45500,專科
35369,35440,46500,專科
35370,35441,40020,專科
35374,35445,45000,大學
35382,35453,50000,不拘
35383,35454,55000,不拘
35384,35455,92500,專科
35385,35456,58000,大學
35386,35457,65000,高中
35387,35458,65000,高中
35388,35459,65000,高中
35389,35460,100000,高中
35390,35461,50000,大學
35393,35464,45500,專科
35394,35465,45000,專科
35395,35466,47500,大學
35396,35467,45000,專科
35398,35469,45500,專科
35399,35470,46500,專科
35400,35471,40020,專科
35404,35475,45000,大學
35412,35483,50000,不拘
35413,35484,55000,不拘
35414,35485,92500,專科
35415,35486,58000,大學
35416,35487,65000,高中
35417,35488,65000,高中
35418,35489,65000,高中
35419,35490,100000,高中
35420,35491,50000,大學
35423,35494,45500,專科
35424,35495,45000,專科
35425,35496,47500,大學
35426,35497,45000,專科
35428,35499,45500,專科
35429,35500,46500,專科
35430,35501,40020,專科
35434,35505,45000,大學
35442,35513,50000,不拘
35443,35514,55000,不拘
35444,35515,92500,專科
35445,35516,58000,大學
35446,35517,65000,高中
35447,35518,65000,高中
35448,35519,65000,高中
35449,35520,100000,高中
35450,35521,50000,大學
35453,35524,45500,專科
35454,35525,45000,專科
35459,35530,47500,大學
35460,35531,110000,大學
35463,35534,37500,高中
35465,35536,33500,專科
35466,35537,35000,大學
35467,35538,47500,專科
35470,35541,62500,專科
35471,35542,28000,大學
35472,35543,60000,不拘
35473,35544,60000,不拘
35474,35545,62500,不拘
35476,35547,107000,不拘
35477,35548,62500,不拘
35478,35549,269230,不拘
35479,35550,28000,專科
35480,35551,62500,不拘
