,工作經歷,薪水
56554,1-3年,31500
56555,1-3年,30000
56556,1-3年,30000
56557,0-1年,32500
56559,0-1年,31000
56560,5-10年,42500
56561,0-1年,39000
56562,0-1年,33000
56564,0-1年,33500
56569,0-1年,28000
56570,0-1年,29580
56571,1-3年,36500
56572,0-1年,31000
56573,1-3年,45000
56574,0-1年,29500
56575,3-5年,32400
56576,0-1年,32500
56577,0-1年,34500
56578,0-1年,35000
56579,5-10年,40000
56580,1-3年,32400
56581,3-5年,40000
56582,5-10年,45000
56583,1-3年,35000
56584,1-3年,32500
56586,0-1年,62500
56587,1-3年,36000
56588,0-1年,33500
56589,3-5年,41500
56590,0-1年,50000
56591,0-1年,38000
56598,1-3年,40000
56599,0-1年,45000
56600,0-1年,45000
56601,1-3年,30000
56602,3-5年,40000
56603,1-3年,40000
56604,0-1年,45000
56605,1-3年,35000
56607,5-10年,269230
56608,0-1年,25250
56609,0-1年,37500
56610,0-1年,36500
56611,3-5年,35000
56612,3-5年,50000
56614,1-3年,30500
56615,0-1年,42500
56617,0-1年,31500
56618,0-1年,29450
56619,3-5年,41500
56620,0-1年,50000
56621,0-1年,38000
56628,1-3年,40000
56629,0-1年,45000
56630,0-1年,45000
56631,1-3年,30000
56632,3-5年,40000
56633,1-3年,40000
56634,0-1年,45000
56635,1-3年,35000
56637,5-10年,269230
56638,0-1年,25250
56639,0-1年,37500
56640,0-1年,36500
56641,3-5年,35000
56642,3-5年,50000
56644,1-3年,30500
56645,0-1年,42500
56647,0-1年,31500
56648,0-1年,29450
56649,3-5年,41500
56650,0-1年,50000
56651,0-1年,38000
56655,0-1年,32000
56656,1-3年,37500
56657,1-3年,30000
56658,0-1年,32000
56659,3-5年,65000
56660,0-1年,32000
56661,1-3年,36000
56662,1-3年,29250
56663,0-1年,38000
56664,3-5年,32500
56665,3-5年,33000
56667,1-3年,30000
56668,3-5年,40500
56669,0-1年,33000
56670,0-1年,37500
56671,0-1年,37500
56672,0-1年,37500
56674,0-1年,43000
56675,3-5年,34000
56676,0-1年,34500
56677,1-3年,48076
56679,0-1年,30000
56680,1-3年,40000
56681,0-1年,36000
56682,0-1年,31500
56684,0-1年,42272
56685,0-1年,32000
56686,1-3年,37500
56687,1-3年,30000
56688,0-1年,32000
56689,3-5年,65000
56690,0-1年,32000
56691,1-3年,36000
56692,1-3年,34500
56693,0-1年,32500
56696,3-5年,40000
56697,3-5年,38000
56699,0-1年,40000
56701,0-1年,46000
56703,3-5年,40500
56704,3-5年,32000
56705,0-1年,27000
56706,1-3年,34000
56707,0-1年,32000
56708,0-1年,45000
56709,1-3年,40000
56710,0-1年,34000
56711,0-1年,40000
56712,0-1年,34000
56713,0-1年,32500
56714,1-3年,37500
56716,0-1年,49500
56720,0-1年,34000
56721,0-1年,42500
56723,0-1年,30000
56724,0-1年,30000
56725,0-1年,25250
56726,0-1年,30000
56727,0-1年,25250
56728,0-1年,30000
56729,0-1年,30000
56730,0-1年,37500
56731,3-5年,35000
56732,0-1年,29000
56733,0-1年,33500
56735,0-1年,32500
56736,1-3年,34000
56737,1-3年,33000
56739,1-3年,35000
56740,3-5年,31500
56741,0-1年,33000
56742,0-1年,40000
56743,3-5年,35000
56744,3-5年,37000
56745,1-3年,45000
56746,3-5年,62500
56747,3-5年,30125
56749,1-3年,37000
56750,1-3年,47500
56751,1-3年,30000
56752,1-3年,31250
56753,1-3年,47500
56754,1-3年,46000
56755,1-3年,40000
56756,0-1年,31500
56757,3-5年,40000
56758,3-5年,35000
56759,0-1年,31500
56760,0-1年,29500
56761,0-1年,39700
56762,5-10年,45000
56763,0-1年,39200
56764,0-1年,35500
56765,0-1年,33500
56766,3-5年,37500
56767,1-3年,34500
56770,0-1年,29232
56771,0-1年,32500
56772,0-1年,28000
56773,0-1年,30300
56774,3-5年,35000
56775,0-1年,35000
56777,1-3年,40000
56778,1-3年,45000
56779,0-1年,39650
56780,0-1年,39650
56781,0-1年,39650
56782,0-1年,39650
56783,0-1年,33000
56784,3-5年,32500
56785,1-3年,37500
56786,1-3年,28000
56788,1-3年,40000
56789,0-1年,47500
56790,0-1年,32625
56791,0-1年,32625
56792,0-1年,31000
56793,5-10年,36500
56794,1-3年,30500
56795,0-1年,32500
56797,1-3年,36000
56800,0-1年,55800
56802,0-1年,26000
56804,0-1年,37500
56805,0-1年,31000
56806,1-3年,40000
56807,1-3年,40000
56808,0-1年,32400
56809,3-5年,35000
56811,1-3年,36000
56812,1-3年,32000
56813,0-1年,30000
56814,1-3年,40000
56815,0-1年,29500
56816,0-1年,34150
56817,1-3年,29500
56819,1-3年,39000
56821,1-3年,37500
56824,0-1年,29232
56825,1-3年,35000
56826,1-3年,40000
56827,1-3年,40000
56828,5-10年,42500
56829,1-3年,35500
56830,3-5年,36000
56831,0-1年,29000
56832,0-1年,28500
56833,0-1年,38500
56834,0-1年,44000
56835,0-1年,32000
56836,3-5年,40000
56837,0-1年,32125
56838,0-1年,33500
56840,0-1年,33595
56841,0-1年,30000
56842,1-3年,28000
56843,1-3年,42500
56844,1-3年,35000
56845,1-3年,34000
56846,1-3年,31500
56847,1-3年,31500
56848,0-1年,34000
56849,0-1年,34000
56850,0-1年,31500
56851,0-1年,41750
56852,1-3年,28000
56853,1-3年,42500
56854,0-1年,30000
56855,0-1年,28000
56860,1-3年,34000
56861,0-1年,31250
56862,1-3年,37500
56863,0-1年,30000
56865,0-1年,35000
56866,0-1年,30000
56868,0-1年,59500
56869,1-3年,41500
56871,0-1年,37000
56872,3-5年,38500
56877,0-1年,31320
56878,0-1年,35000
56879,0-1年,40000
56882,0-1年,37500
56883,0-1年,45000
56884,3-5年,88461
56886,0-1年,40500
56888,0-1年,33000
56889,0-1年,31500
56890,5-10年,54000
56892,1-3年,40000
56893,0-1年,32000
56895,0-1年,35000
56896,0-1年,30000
56898,0-1年,59500
56899,1-3年,41500
56901,0-1年,37000
56902,3-5年,38500
56907,0-1年,31320
56908,0-1年,35000
56909,0-1年,40000
56912,0-1年,37500
56913,0-1年,45000
56914,3-5年,88461
56916,0-1年,40500
56918,0-1年,33000
56919,0-1年,31500
56920,5-10年,54000
56922,1-3年,40000
56923,0-1年,32000
56925,0-1年,35000
56926,0-1年,30000
56928,0-1年,59500
56929,1-3年,41500
56931,0-1年,37000
56932,3-5年,38500
56937,0-1年,31320
56938,0-1年,35000
56939,0-1年,40000
56940,5-10年,52500
56941,0-1年,41500
56942,0-1年,32000
56948,1-3年,28000
56950,0-1年,33060
56951,0-1年,29232
56954,0-1年,32500
56956,0-1年,37500
56958,1-3年,55000
56959,0-1年,44500
56962,0-1年,35000
56963,3-5年,35000
56965,0-1年,39000
56966,0-1年,35000
56967,0-1年,36000
56968,1-3年,41000
56971,0-1年,37500
56974,0-1年,43500
56980,0-1年,33060
56981,0-1年,29232
56984,0-1年,32500
56986,0-1年,37500
56988,1-3年,55000
56989,0-1年,44500
56992,0-1年,35000
56993,3-5年,35000
56995,0-1年,39000
56996,0-1年,35000
56997,0-1年,36000
56998,1-3年,41000
57001,0-1年,37500
57004,0-1年,43500
57010,0-1年,33060
57011,0-1年,29232
57014,0-1年,32500
57016,0-1年,37500
57018,1-3年,55000
57019,0-1年,44500
57022,0-1年,35000
57023,3-5年,35000
57025,0-1年,39000
57026,0-1年,35000
57027,0-1年,36000
57028,1-3年,41000
57031,0-1年,37500
57034,0-1年,43500
57040,0-1年,33060
57041,0-1年,29232
57044,0-1年,32500
57046,0-1年,37500
57048,1-3年,55000
57049,0-1年,44500
57052,0-1年,35000
57053,3-5年,50000
57055,3-5年,38000
57056,3-5年,76923
57057,0-1年,37000
57059,0-1年,32500
57060,0-1年,37000
57061,0-1年,50000
57063,1-3年,35000
57066,1-3年,65000
57067,1-3年,40000
57068,0-1年,35000
57069,3-5年,41538
57071,1-3年,60000
57072,0-1年,45000
57076,3-5年,85000
57077,5-10年,90000
57079,1-3年,35000
57080,0-1年,39000
57084,3-5年,50000
57086,3-5年,38000
57087,3-5年,76923
57088,0-1年,37000
57090,0-1年,32500
57091,0-1年,37000
57092,0-1年,50000
57094,1-3年,35000
57097,1-3年,65000
57098,1-3年,40000
57099,0-1年,35000
57100,3-5年,41538
57102,1-3年,60000
57103,0-1年,45000
57107,3-5年,85000
57108,5-10年,90000
57110,1-3年,35000
57111,0-1年,39000
57115,3-5年,50000
57117,3-5年,38000
57118,3-5年,76923
57119,0-1年,37000
57121,0-1年,32500
57122,0-1年,37000
57123,0-1年,50000
57125,1-3年,35000
57128,1-3年,65000
57129,1-3年,40000
57130,0-1年,35000
57131,3-5年,41538
57133,3-5年,42500
57138,0-1年,52500
57139,1-3年,37000
57141,1-3年,40000
57142,0-1年,40000
57144,3-5年,40000
57145,1-3年,30000
57147,1-3年,30000
57149,1-3年,34000
57150,1-3年,41000
57154,1-3年,40000
57155,1-3年,45000
57158,1-3年,34000
57159,1-3年,30000
57160,0-1年,29580
57161,0-1年,40000
57163,3-5年,42500
57168,0-1年,52500
57169,1-3年,37000
57171,1-3年,40000
57172,0-1年,40000
57174,3-5年,40000
57175,1-3年,30000
57177,1-3年,30000
57179,1-3年,34000
57180,1-3年,41000
57184,1-3年,40000
57185,1-3年,45000
57188,1-3年,34000
57189,1-3年,30000
57190,0-1年,29580
57191,0-1年,40000
57193,3-5年,42500
57198,0-1年,52500
57199,1-3年,37000
57201,1-3年,40000
57202,3-5年,32000
57203,0-1年,27000
57204,0-1年,28000
57205,0-1年,25250
57206,0-1年,28000
57208,0-1年,28000
57209,0-1年,28000
57210,1-3年,25250
57211,3-5年,28000
57212,1-3年,30000
57214,0-1年,31000
57215,0-1年,32500
57218,3-5年,45000
57219,0-1年,62500
57220,3-5年,45000
57222,0-1年,35500
57223,1-3年,38500
57228,3-5年,40000
57230,0-1年,52500
57231,1-3年,35000
57236,0-1年,29232
57239,1-3年,38000
57241,3-5年,60000
57242,3-5年,36000
57245,0-1年,55000
57246,1-3年,47000
57248,3-5年,45000
57249,0-1年,62500
57250,3-5年,45000
57252,0-1年,35500
57253,1-3年,38500
57258,3-5年,40000
57260,0-1年,52500
57261,1-3年,35000
57266,0-1年,29232
57269,1-3年,38000
57271,3-5年,60000
57272,3-5年,36000
57275,0-1年,55000
57276,1-3年,47000
57278,3-5年,45000
57279,0-1年,62500
57280,3-5年,45000
57282,0-1年,35500
57283,1-3年,38500
57288,3-5年,40000
57290,1-3年,33000
57292,1-3年,47500
57293,0-1年,35000
57294,1-3年,41500
57296,1-3年,37000
57298,1-3年,42500
57299,0-1年,28000
57300,0-1年,40000
57301,0-1年,36200
57302,0-1年,32453
57303,1-3年,29000
57304,0-1年,36570
57305,3-5年,35000
57306,0-1年,40500
57307,0-1年,37500
57308,0-1年,40500
57309,1-3年,35000
57310,1-3年,30000
57312,1-3年,80000
57313,0-1年,60000
57314,5-10年,105000
57316,1-3年,60000
57317,0-1年,32000
57319,1-3年,46500
57321,1-3年,30000
57322,0-1年,50000
57325,0-1年,41923
57326,1-3年,42500
57329,0-1年,29232
57330,0-1年,30000
57331,1-3年,35000
57337,3-5年,38000
57338,0-1年,41000
57340,5-10年,55000
57341,5-10年,65000
57343,1-3年,80000
57344,0-1年,60000
57345,5-10年,105000
57347,1-3年,60000
57348,0-1年,32000
57350,1-3年,46500
57352,1-3年,30000
57353,0-1年,50000
57356,0-1年,41923
57357,1-3年,42500
57360,0-1年,29232
57361,0-1年,30000
57362,1-3年,35000
57368,3-5年,38000
57369,0-1年,41000
57371,5-10年,55000
57372,5-10年,65000
57374,1-3年,80000
57375,0-1年,60000
57376,5-10年,105000
57378,1-3年,60000
57379,0-1年,32000
57381,1-3年,46500
57383,1-3年,30000
57384,0-1年,50000
57387,0-1年,41923
57388,1-3年,42500
57391,0-1年,29232
57392,0-1年,30000
57393,1-3年,35000
57399,3-5年,38000
57400,0-1年,41000
57402,5-10年,55000
57403,5-10年,65000
57405,1-3年,80000
57406,0-1年,60000
57407,5-10年,105000
57409,1-3年,60000
57410,0-1年,32000
57412,1-3年,46500
57414,1-3年,30000
57415,0-1年,50000
57418,0-1年,41923
57419,1-3年,42500
57422,0-1年,29232
57423,0-1年,30000
57424,1-3年,35000
57430,3-5年,38000
57431,0-1年,41000
57433,5-10年,55000
57434,5-10年,65000
57436,1-3年,80000
57437,0-1年,60000
57438,5-10年,105000
57440,1-3年,60000
57441,0-1年,32000
57443,1-3年,46500
57445,1-3年,30000
57446,0-1年,50000
57449,0-1年,41923
57450,1-3年,42500
57453,0-1年,29232
57454,0-1年,30000
57455,1-3年,35000
57461,3-5年,38000
57462,0-1年,41000
57464,5-10年,55000
57465,5-10年,65000
57467,1-3年,80000
57468,0-1年,60000
57469,5-10年,105000
57471,1-3年,60000
57472,0-1年,32000
57474,1-3年,46500
57476,1-3年,30000
57477,0-1年,50000
57480,0-1年,41923
57481,1-3年,42500
57484,0-1年,29232
57485,0-1年,30000
57486,1-3年,35000
57490,0-1年,40000
57492,1-3年,38000
57495,3-5年,39950
57496,0-1年,40000
57498,0-1年,40000
57499,1-3年,38500
57501,1-3年,42500
57504,0-1年,40000
57507,1-3年,38000
57508,0-1年,34000
57510,0-1年,33000
57511,0-1年,33000
57512,1-3年,29500
57513,0-1年,31500
57516,1-3年,60000
57517,1-3年,37500
57519,0-1年,40000
57521,1-3年,38000
57523,0-1年,36500
57524,0-1年,30000
57525,3-5年,55000
57526,0-1年,31500
57527,1-3年,32000
57528,1-3年,36500
57529,0-1年,39000
57532,0-1年,28500
57533,0-1年,46000
57534,1-3年,51923
57535,0-1年,38500
57536,0-1年,37000
57538,0-1年,37000
57539,1-3年,51923
57540,1-3年,51923
57541,0-1年,36400
57542,1-3年,28800
57543,0-1年,35000
57544,1-3年,43000
57545,0-1年,29232
57546,1-3年,36000
57547,0-1年,35000
57548,0-1年,30000
57549,1-3年,33000
57550,1-3年,31500
57551,0-1年,32000
57553,0-1年,36500
57554,0-1年,30000
57555,1-3年,39150
57558,1-3年,36500
57560,0-1年,49000
57561,0-1年,30250
57562,0-1年,34000
57564,0-1年,37500
57565,0-1年,32500
57570,1-3年,40500
57572,0-1年,38500
57574,1-3年,45000
57576,3-5年,35000
57577,1-3年,37500
57579,1-3年,35000
57583,1-3年,37500
57584,0-1年,30276
57585,1-3年,39150
57588,1-3年,36500
57590,1-3年,49000
57591,1-3年,42500
57592,1-3年,50500
57596,1-3年,47500
57599,3-5年,36500
57600,0-1年,30000
57601,1-3年,40000
57602,3-5年,32500
57603,0-1年,30000
57607,1-3年,40000
57610,1-3年,35000
57612,1-3年,37500
57615,0-1年,32000
57616,1-3年,35000
57617,3-5年,67500
57620,0-1年,37500
57621,0-1年,30000
57626,1-3年,47500
57628,0-1年,33000
57629,0-1年,53846
57630,1-3年,35000
57633,0-1年,34000
57634,1-3年,35000
57635,0-1年,41500
57643,0-1年,32500
57644,0-1年,33500
57645,0-1年,37500
57647,0-1年,46153
57648,1-3年,57692
57649,0-1年,75000
57654,0-1年,35000
57656,5-10年,84615
57657,1-3年,40000
57658,0-1年,28625
57659,1-3年,33000
57661,0-1年,50000
57663,0-1年,34000
57664,1-3年,35000
57665,0-1年,41500
57673,0-1年,32500
57674,0-1年,33500
57675,0-1年,37500
57677,0-1年,46153
57678,1-3年,57692
57679,1-3年,41500
57686,0-1年,31668
57687,0-1年,33000
57688,1-3年,45000
57690,0-1年,35000
57696,0-1年,31320
57697,0-1年,31320
57707,3-5年,37500
57709,1-3年,41500
57710,1-3年,33500
57711,1-3年,44834
57713,1-3年,43000
57714,0-1年,37000
57716,0-1年,42500
57718,0-1年,40000
57719,1-3年,33500
57720,1-3年,37500
57721,1-3年,50000
57723,0-1年,40000
57724,5-10年,37500
57725,0-1年,45000
57726,1-3年,45000
57728,1-3年,31500
57729,1-3年,41500
57731,3-5年,42500
57733,1-3年,35000
57735,1-3年,35000
57739,0-1年,34000
57741,0-1年,35750
57742,1-3年,45500
57743,1-3年,45500
57744,1-3年,45000
57745,1-3年,30000
57747,1-3年,34000
57748,1-3年,32500
57749,1-3年,42500
57750,0-1年,40000
57751,0-1年,37500
57753,1-3年,40000
57755,0-1年,43000
57757,1-3年,28000
57758,0-1年,29500
57759,1-3年,36000
57760,0-1年,34000
57761,1-3年,36000
57762,3-5年,40000
57765,0-1年,30000
57766,1-3年,40000
57767,5-10年,36000
57768,1-3年,34000
57769,3-5年,40000
57770,0-1年,42500
57771,1-3年,32500
57772,1-3年,33000
57773,1-3年,28500
57774,1-3年,34000
57776,1-3年,27600
57777,1-3年,37500
57778,0-1年,33000
57779,0-1年,43500
57780,0-1年,42500
57781,1-3年,32625
57782,0-1年,32500
57783,3-5年,35000
57785,0-1年,35000
57786,1-3年,42500
57787,1-3年,28000
57791,1-3年,35000
57793,0-1年,37000
57794,0-1年,35000
57795,1-3年,51153
57798,1-3年,33000
57799,0-1年,38500
57800,0-1年,39000
57802,0-1年,40000
57803,3-5年,42000
57804,0-1年,33000
57805,0-1年,33000
57806,0-1年,33000
57808,1-3年,50000
57809,1-3年,34000
57810,0-1年,40500
57811,3-5年,35000
57813,0-1年,40000
57814,0-1年,41500
57815,0-1年,37000
57817,1-3年,28000
57822,1-3年,40500
57823,1-3年,30000
57824,3-5年,50000
57828,1-3年,36000
57829,1-3年,28500
57831,1-3年,39000
57832,1-3年,34000
57833,1-3年,41000
57834,0-1年,31000
57835,1-3年,29000
57836,0-1年,39000
57837,1-3年,33000
57838,0-1年,34800
57839,0-1年,34000
57840,0-1年,34800
57841,3-5年,35000
57842,0-1年,39000
57843,0-1年,44000
57844,0-1年,30000
57845,1-3年,30500
57846,3-5年,40000
57848,1-3年,32000
57849,0-1年,32000
57851,0-1年,58000
57852,0-1年,31650
57853,0-1年,41500
57854,0-1年,32500
57855,0-1年,31650
57857,0-1年,36500
57858,1-3年,42500
57859,1-3年,32000
57860,0-1年,27625
57862,1-3年,45500
57863,1-3年,48000
57864,0-1年,34000
57865,0-1年,40000
57866,1-3年,32000
57867,0-1年,28000
57868,1-3年,35000
57869,1-3年,30500
57870,0-1年,31000
57872,0-1年,29500
57873,0-1年,33000
57874,1-3年,40000
57876,1-3年,31000
57881,1-3年,30000
57882,3-5年,45000
57883,1-3年,66000
57884,1-3年,35000
57885,0-1年,31000
57886,0-1年,32000
57890,0-1年,37000
57892,3-5年,35000
57893,1-3年,38500
57894,0-1年,29500
57900,3-5年,40500
57902,1-3年,40500
57903,0-1年,36000
57904,1-3年,34000
57906,0-1年,48500
57907,1-3年,35000
57908,1-3年,40000
57910,1-3年,34000
57911,0-1年,52500
57913,0-1年,27000
57915,1-3年,38500
57920,3-5年,55000
57923,0-1年,34000
57924,0-1年,32000
57925,1-3年,32500
57927,1-3年,30000
57928,1-3年,35000
57929,1-3年,34000
57930,0-1年,35000
57933,0-1年,35000
57934,0-1年,40000
57935,0-1年,31500
57936,0-1年,36950
57937,0-1年,25700
57938,0-1年,35500
57939,1-3年,53095
57940,1-3年,42500
57941,1-3年,50000
57948,0-1年,35000
57953,0-1年,27000
57954,0-1年,26625
57955,0-1年,27000
57957,0-1年,39000
57958,1-3年,50000
57959,0-1年,31500
57960,1-3年,42500
57961,0-1年,29500
57962,1-3年,31500
57963,0-1年,30000
57964,0-1年,28000
57965,0-1年,28000
57966,0-1年,31500
57967,0-1年,40000
57968,0-1年,40000
57969,0-1年,34800
57970,0-1年,29232
57971,0-1年,40000
57972,1-3年,34800
57974,1-3年,36000
57975,0-1年,30125
57976,0-1年,35000
57978,0-1年,35000
57983,0-1年,27000
57984,0-1年,26625
57985,0-1年,27000
57987,0-1年,39000
57988,1-3年,50000
57989,0-1年,31500
57990,1-3年,42500
57991,0-1年,29500
57992,1-3年,31500
57993,0-1年,30000
57994,0-1年,28000
57995,0-1年,28000
57996,0-1年,31500
57997,0-1年,40000
57998,0-1年,40000
57999,0-1年,34800
58000,0-1年,29232
58001,0-1年,40000
58002,1-3年,34800
58004,1-3年,36000
58005,0-1年,30125
58006,0-1年,35000
58008,0-1年,35000
58013,0-1年,27000
58014,0-1年,26625
58015,0-1年,27000
58017,0-1年,39000
58018,1-3年,50000
58019,0-1年,31500
58020,1-3年,42500
58021,0-1年,29500
58022,3-5年,47000
58028,0-1年,30000
58029,0-1年,40000
58030,0-1年,40000
58031,0-1年,40000
58032,0-1年,30000
58033,1-3年,38500
58034,1-3年,45000
58035,5-10年,73076
58036,0-1年,43000
58037,0-1年,35000
58038,0-1年,30000
58039,0-1年,45000
58040,0-1年,40000
58041,1-3年,31500
58043,0-1年,29232
58044,1-3年,37500
58046,1-3年,40000
58047,1-3年,45000
58049,0-1年,37500
58051,3-5年,47000
58057,0-1年,30000
58058,0-1年,40000
58059,0-1年,40000
58060,0-1年,40000
58062,0-1年,34700
58063,0-1年,39000
58064,3-5年,52500
58065,3-5年,48000
58066,1-3年,31500
58067,0-1年,28000
58068,3-5年,48000
58069,0-1年,37000
58070,0-1年,32000
58073,0-1年,75000
58074,1-3年,50000
58075,1-3年,50000
58076,1-3年,50000
58077,1-3年,50000
58078,3-5年,40000
58079,0-1年,30000
58080,0-1年,37500
58081,0-1年,35500
58082,1-3年,35500
58083,0-1年,40000
58084,3-5年,35950
58086,0-1年,31650
58087,1-3年,33000
58088,1-3年,31500
58089,1-3年,50000
58090,3-5年,50000
58093,0-1年,30500
58095,1-3年,37500
58097,0-1年,37500
